i,target,loss_see,loss_uni,loss_bi,loss_actual,w_see,w_uni,w_bi
357,45,0.039396,3.198353,2.282035,0.049012,0.992011,0.003441,0.004548
358,45,0.039467,3.179324,2.264828,0.049126,0.991954,0.003462,0.004584
359,45,0.039467,3.160602,2.247928,0.049169,0.991898,0.003483,0.004619
360,45,0.039467,3.142180,2.231325,0.049211,0.991842,0.003504,0.004655
361,45,0.039467,3.124048,2.215013,0.049254,0.991786,0.003524,0.004690
362,45,0.039520,3.106199,2.198981,0.049349,0.991730,0.003545,0.004726
363,45,0.039520,3.088625,2.183222,0.049390,0.991674,0.003565,0.004761
364,45,0.039520,3.071317,2.167727,0.049431,0.991619,0.003586,0.004796
365,45,0.039520,3.054270,2.152490,0.049471,0.991563,0.003606,0.004831
366,45,0.039561,3.037475,2.137503,0.049552,0.991508,0.003626,0.004866
367,45,0.039561,3.020926,2.122760,0.049591,0.991453,0.003646,0.004900
368,10,5.778001,5.202556,8.375039,5.781355,0.991399,0.003666,0.004935
369,47,0.782471,6.484967,6.502500,0.795201,0.991044,0.004061,0.004895
370,47,0.021556,6.294621,6.033423,0.033286,0.991784,0.003757,0.004458
371,32,0.024592,4.209453,6.038919,0.035092,0.992495,0.003447,0.004057
372,66,3.534680,9.299208,8.174926,3.544645,0.992905,0.003374,0.003721
373,69,1.424142,9.301496,8.000000,1.433828,0.993257,0.003172,0.003571
374,78,0.118270,8.303781,8.000000,0.127069,0.993896,0.002838,0.003266
375,67,0.145184,8.306062,8.005625,0.153061,0.994534,0.002554,0.002912
376,72,0.284727,8.308339,8.005625,0.291880,0.995033,0.002333,0.002634
377,77,0.461577,9.310613,8.005625,0.468189,0.995410,0.002167,0.002423
378,65,0.563904,8.312883,8.000000,0.570032,0.995739,0.001995,0.002266
379,82,0.890704,9.315150,8.005625,0.896543,0.995940,0.001915,0.002146
380,75,0.292467,9.317413,8.000000,0.298066,0.996114,0.001820,0.002066
381,32,3.930137,4.190389,8.000000,3.933227,0.996306,0.001722,0.001973
382,65,1.517002,7.736966,7.179909,1.522857,0.995882,0.002040,0.002078
383,58,4.473480,9.324181,8.011227,4.479062,0.995888,0.002026,0.002086
384,32,1.170750,4.156505,8.000000,1.176547,0.995708,0.002084,0.002208
385,83,3.699707,9.328675,8.184875,3.705821,0.995630,0.002238,0.002132
386,101,3.784149,5.082989,8.000000,3.789058,0.995581,0.002223,0.002196
387,113,1.462811,9.333155,8.098032,1.469613,0.995263,0.002470,0.002267
388,117,0.659463,5.750428,8.000000,0.665816,0.995525,0.002283,0.002191
389,101,1.263403,5.015694,8.060696,1.269468,0.995616,0.002293,0.002091
390,110,0.743754,5.017922,7.103288,0.749930,0.995581,0.002381,0.002038
391,116,2.420770,5.172150,5.781360,2.426389,0.995556,0.002427,0.002017
392,105,7.449702,4.820734,6.507795,7.427800,0.995277,0.002567,0.002156
393,97,5.100498,7.761551,8.118941,5.107511,0.994345,0.003107,0.002548
394,108,1.381252,5.763766,8.011227,1.389470,0.994140,0.003201,0.002659
395,32,1.657924,4.141486,8.060696,1.665244,0.994348,0.003139,0.002513
396,77,2.894631,8.353147,8.189825,2.902613,0.994347,0.003246,0.002406
397,101,5.029017,4.963034,8.005625,5.031816,0.994525,0.003089,0.002386
398,109,1.445269,6.357552,8.108524,1.453662,0.994060,0.003426,0.002514
399,111,4.393935,7.037821,8.038919,4.401113,0.994319,0.003290,0.002391
400,114,3.186931,6.361944,7.022368,3.194597,0.994154,0.003371,0.002476
401,121,3.294017,7.042207,8.038919,3.302101,0.994064,0.003396,0.002539
402,10,1.514973,5.196397,8.022368,1.523092,0.994097,0.003368,0.002535
403,47,5.414317,6.198581,6.092757,5.417655,0.994234,0.003348,0.002418
404,47,0.161241,6.048759,5.722466,0.170190,0.993698,0.003601,0.002701
405,32,0.014311,4.124938,5.727920,0.022596,0.994030,0.003351,0.002619
406,45,1.359430,3.089637,7.194757,1.366367,0.994165,0.003295,0.002539
407,45,0.465703,3.073430,2.112592,0.472311,0.994076,0.003460,0.002464
408,45,0.038048,3.057450,2.098302,0.045469,0.993791,0.003531,0.002677
409,45,0.062351,3.041693,2.084237,0.069950,0.993594,0.003557,0.002849
410,45,0.044150,3.026152,2.070389,0.051968,0.993402,0.003585,0.003013
411,45,0.047071,3.010823,2.056755,0.055068,0.993223,0.003610,0.003167
412,45,0.048631,2.995700,2.043327,0.056798,0.993052,0.003634,0.003314
413,45,0.049355,2.980778,2.030102,0.057684,0.992889,0.003658,0.003453
414,45,0.040796,2.966053,2.017074,0.049292,0.992733,0.003682,0.003585
415,45,0.040796,2.951519,2.004237,0.049436,0.992585,0.003704,0.003711
416,45,0.040796,2.937173,1.991588,0.049573,0.992444,0.003726,0.003830
417,45,0.040796,2.923010,1.979121,0.049703,0.992308,0.003748,0.003944
418,45,0.038643,2.909026,1.966833,0.047676,0.992178,0.003769,0.004053
419,45,0.038643,2.895217,1.954719,0.047792,0.992053,0.003790,0.004157
420,45,0.038643,2.881579,1.942775,0.047903,0.991934,0.003810,0.004256
421,45,0.038643,2.868109,1.930997,0.048008,0.991818,0.003831,0.004351
422,45,0.038164,2.854802,1.919382,0.047631,0.991707,0.003851,0.004443
423,45,0.038164,2.841655,1.907924,0.047727,0.991599,0.003870,0.004530
424,45,0.038164,2.828665,1.896622,0.047819,0.991495,0.003890,0.004615
425,45,0.038164,2.815829,1.885472,0.047906,0.991395,0.003909,0.004696
426,45,0.038206,2.803143,1.874469,0.048032,0.991297,0.003929,0.004774
427,45,0.038206,2.790604,1.863611,0.048112,0.991203,0.003948,0.004850
428,45,0.038206,2.778209,1.852896,0.048189,0.991111,0.003967,0.004922
429,45,0.038206,2.765955,1.842319,0.048263,0.991022,0.003985,0.004993
430,45,0.038406,2.753839,1.831877,0.048534,0.990935,0.004004,0.005061
431,45,0.038406,2.741860,1.821569,0.048603,0.990850,0.004022,0.005127
432,45,0.038406,2.730013,1.811390,0.048669,0.990767,0.004041,0.005192
433,45,0.038406,2.718296,1.801339,0.048732,0.990687,0.004059,0.005254
434,45,0.038636,2.706708,1.791413,0.049022,0.990608,0.004077,0.005315
435,45,0.038636,2.695245,1.781610,0.049081,0.990531,0.004096,0.005374
436,45,0.038636,2.683904,1.771925,0.049138,0.990455,0.004114,0.005431
437,45,0.038636,2.672685,1.762359,0.049194,0.990381,0.004131,0.005487
438,45,0.038849,2.661584,1.752907,0.049460,0.990309,0.004149,0.005542
439,45,0.038849,2.650599,1.743568,0.049512,0.990238,0.004167,0.005595
440,45,0.038849,2.639728,1.734340,0.049563,0.990168,0.004185,0.005647
441,45,0.038849,2.628970,1.725220,0.049612,0.990099,0.004203,0.005698
442,45,0.039031,2.618321,1.716207,0.049841,0.990031,0.004220,0.005748
443,45,0.039031,2.607781,1.707298,0.049887,0.989965,0.004238,0.005798
444,45,0.039031,2.597346,1.698491,0.049932,0.989899,0.004255,0.005846
445,45,0.039031,2.587016,1.689785,0.049976,0.989835,0.004272,0.005893
446,45,0.039178,2.576789,1.681178,0.050166,0.989771,0.004290,0.005939
447,45,0.039178,2.566662,1.672667,0.050208,0.989708,0.004307,0.005985
448,45,0.039178,2.556634,1.664251,0.050249,0.989646,0.004324,0.006030
449,45,0.039178,2.546703,1.655929,0.050289,0.989585,0.004341,0.006074
450,45,0.039296,2.536868,1.647698,0.050445,0.989524,0.004359,0.006117
451,45,0.039296,2.527127,1.639557,0.050483,0.989464,0.004376,0.006160
452,45,0.039296,2.517479,1.631505,0.050520,0.989405,0.004393,0.006202
453,45,0.039296,2.507922,1.623540,0.050556,0.989346,0.004410,0.006244
454,45,0.039387,2.498453,1.615659,0.050683,0.989288,0.004427,0.006285
455,45,0.039387,2.489074,1.607863,0.050718,0.989231,0.004444,0.006326
456,45,0.039387,2.479780,1.600149,0.050752,0.989174,0.004460,0.006366
457,45,0.039387,2.470572,1.592516,0.050786,0.989117,0.004477,0.006406
458,45,0.039458,2.461448,1.584962,0.050890,0.989061,0.004494,0.006445
459,45,0.039458,2.452406,1.577487,0.050923,0.989005,0.004511,0.006484
460,45,0.039458,2.443446,1.570089,0.050955,0.988950,0.004527,0.006523
461,45,0.039458,2.434566,1.562767,0.050986,0.988895,0.004544,0.006561
462,45,0.039513,2.425764,1.555519,0.051071,0.988841,0.004561,0.006598
463,45,0.039513,2.417040,1.548344,0.051101,0.988787,0.004577,0.006636
464,45,0.039513,2.408392,1.541241,0.051131,0.988733,0.004594,0.006673
465,45,0.039513,2.399820,1.534209,0.051161,0.988680,0.004610,0.006710
466,45,0.039554,2.391321,1.527247,0.051231,0.988627,0.004627,0.006747
467,45,0.039554,2.382896,1.520353,0.051259,0.988574,0.004643,0.006783
468,45,0.039554,2.374543,1.513527,0.051288,0.988521,0.004660,0.006819
469,45,0.039554,2.366260,1.506768,0.051316,0.988469,0.004676,0.006855
470,45,0.039585,2.358047,1.500074,0.051374,0.988417,0.004693,0.006890
471,45,0.039585,2.349904,1.493444,0.051401,0.988365,0.004709,0.006926
472,45,0.039585,2.341828,1.486877,0.051428,0.988314,0.004725,0.006961
473,45,0.039585,2.333818,1.480374,0.051455,0.988263,0.004741,0.006996
474,45,0.039609,2.325875,1.473931,0.051505,0.988212,0.004758,0.007031
475,45,0.039609,2.317997,1.467549,0.051530,0.988161,0.004774,0.007065
476,45,0.039609,2.310183,1.461227,0.051556,0.988110,0.004790,0.007100
477,45,0.039609,2.302432,1.454964,0.051581,0.988060,0.004806,0.007134
478,45,0.039626,2.294743,1.448758,0.051623,0.988009,0.004822,0.007168
479,45,0.039626,2.287116,1.442610,0.051648,0.987959,0.004839,0.007202
480,45,0.039626,2.279549,1.436517,0.051673,0.987909,0.004855,0.007236
481,45,0.039626,2.272043,1.430480,0.051697,0.987860,0.004871,0.007270
482,45,0.039640,2.264595,1.424498,0.051734,0.987810,0.004887,0.007303
483,10,5.773927,5.285402,7.675957,5.778838,0.987761,0.004903,0.007337
484,118,1.825702,9.535275,8.098032,1.843768,0.987436,0.005305,0.007258
485,111,0.034825,6.952256,8.000000,0.050550,0.989097,0.004549,0.006355
486,105,0.694991,4.954196,8.027906,0.708229,0.990623,0.004034,0.005343
487,100,0.086047,5.293169,8.124121,0.098197,0.991491,0.003885,0.004624
488,32,0.482697,4.257630,6.513070,0.493266,0.992373,0.003659,0.003968
489,98,2.142961,8.544964,8.199672,2.153311,0.992754,0.003600,0.003645
490,101,1.203439,5.087463,8.005625,1.212738,0.993321,0.003305,0.003374
491,110,1.159022,5.156505,6.528780,1.167820,0.993641,0.003275,0.003084
492,99,2.868079,5.743392,5.301170,2.875610,0.993804,0.003238,0.002958
493,104,0.555326,6.745314,8.071462,0.564475,0.993616,0.003302,0.003082
494,109,2.604740,6.384664,8.033423,2.612814,0.994130,0.003076,0.002793
495,97,0.650056,7.556506,8.044394,0.658366,0.994215,0.003079,0.002706
496,114,1.737390,6.388496,8.016808,1.744901,0.994662,0.002836,0.002502
497,107,2.260242,9.560333,8.044394,2.267682,0.994795,0.002800,0.002405
498,95,1.691653,6.562242,8.000000,1.698623,0.995063,0.002582,0.002355
499,115,2.892490,6.104718,8.038919,2.899004,0.995154,0.002564,0.002282
500,101,2.872133,5.042492,8.055282,2.878343,0.995051,0.002661,0.002288
501,113,1.878817,8.567956,7.118941,1.886089,0.994884,0.002825,0.002291
502,117,0.903423,5.869416,7.005625,0.910389,0.995065,0.002645,0.002291
503,101,1.085524,4.986790,7.066089,1.092235,0.995149,0.002611,0.002240
504,110,0.894410,5.114216,6.124121,0.901147,0.995140,0.002655,0.002205
505,116,2.717877,5.327612,5.528780,2.723856,0.995110,0.002672,0.002217
506,105,6.715247,4.933573,6.098032,6.703609,0.994827,0.002803,0.002370
507,97,5.964504,7.257388,7.129283,5.969513,0.993969,0.003286,0.002745
508,108,1.687988,5.880761,7.022368,1.696974,0.993526,0.003492,0.002982
509,40,3.281783,7.998120,8.066089,3.290541,0.993714,0.003412,0.002874
510,115,3.930782,6.000000,8.011227,3.938253,0.993882,0.003295,0.002823
511,105,0.661215,4.886400,7.060696,0.669958,0.993742,0.003428,0.002830
512,122,0.137051,9.588715,8.134426,0.145743,0.993978,0.003353,0.002668
513,101,0.037981,4.946731,8.000000,0.045485,0.994707,0.002860,0.002433
514,95,3.885525,6.422532,8.129283,3.891958,0.994949,0.002801,0.002249
515,116,1.076720,5.272396,7.044394,1.084015,0.994759,0.002928,0.002313
516,32,1.442787,4.274262,6.103288,1.449557,0.994819,0.002914,0.002267
517,115,4.059513,5.897613,8.204571,4.065789,0.994688,0.003009,0.002303
518,105,1.472749,4.845025,6.481127,1.480219,0.994455,0.003179,0.002366
519,122,0.222598,8.601771,7.139551,0.230620,0.994426,0.003206,0.002369
520,101,0.017355,4.903187,7.005625,0.024545,0.994915,0.002827,0.002258
521,95,3.600789,6.283551,7.134426,3.607035,0.995061,0.002774,0.002164
522,98,4.162387,8.022368,8.049849,4.169353,0.994830,0.002892,0.002279
523,121,2.864016,7.024216,8.011227,2.871303,0.994732,0.002908,0.002360
524,116,0.111614,5.218707,8.027906,0.119078,0.994746,0.002899,0.002355
525,101,0.127982,4.857981,8.108524,0.135063,0.994989,0.002820,0.002191
526,115,1.335048,5.807355,6.554589,1.341782,0.995163,0.002780,0.002057
527,41,2.740712,8.031586,8.071462,2.747556,0.995145,0.002764,0.002092
528,32,2.299771,4.260834,7.011227,2.305603,0.995194,0.002691,0.002115
529,123,0.226415,8.620220,7.209453,0.233664,0.994962,0.002869,0.002169
530,10,0.576645,5.300124,7.005625,0.583202,0.995344,0.002564,0.002092
531,32,0.028749,4.231564,6.518325,0.035189,0.995384,0.002558,0.002058
532,32,0.008273,4.199444,5.406964,0.014670,0.995386,0.002587,0.002027
533,32,0.052658,4.168102,5.219169,0.059110,0.995330,0.002614,0.002056
534,32,0.160180,4.137503,5.054077,0.166684,0.995263,0.002643,0.002094
535,115,6.886532,5.724287,7.228819,6.882407,0.995182,0.002678,0.002140
536,105,1.092835,4.825640,6.076816,1.100418,0.994447,0.003103,0.002450
537,122,0.375284,8.049849,6.559696,0.383241,0.994451,0.003107,0.002442
538,101,0.017725,4.829270,6.426265,0.025008,0.994837,0.002801,0.002362
539,95,2.433729,6.179004,6.559696,2.440530,0.994961,0.002758,0.002282
540,116,1.163075,5.180813,6.470320,1.170181,0.994855,0.002797,0.002349
541,32,0.852623,4.118490,5.791814,0.859534,0.994853,0.002812,0.002336
542,110,5.964535,5.120294,8.233620,5.963911,0.994772,0.002882,0.002346
543,117,1.672811,5.838303,8.118941,1.680909,0.994191,0.003286,0.002523
544,109,0.074432,6.325530,6.486500,0.082498,0.994354,0.003233,0.002413
545,95,0.358459,6.064294,8.049849,0.366080,0.994663,0.003013,0.002324
546,101,3.036130,4.793071,8.060696,3.042106,0.994949,0.002873,0.002178
547,108,4.042900,5.845490,7.149747,4.048871,0.994737,0.003057,0.002206
548,101,2.494847,4.747745,6.486500,2.501708,0.994431,0.003227,0.002341
549,109,3.993609,6.196993,7.154818,4.000494,0.994242,0.003348,0.002409
550,101,2.443433,4.704015,7.055282,2.450900,0.994011,0.003466,0.002524
551,110,2.549792,5.075033,5.837943,2.557344,0.993900,0.003570,0.002530
552,116,2.121394,5.138216,5.316766,2.129394,0.993734,0.003641,0.002624
553,115,4.017156,5.663558,6.533979,4.023998,0.993625,0.003658,0.002717
554,32,3.958493,4.110747,8.082149,3.962928,0.993336,0.003813,0.002851
555,61,1.424366,9.667112,8.238405,1.434411,0.993023,0.004127,0.002851
556,32,0.217255,4.083922,8.000000,0.225879,0.993785,0.003557,0.002658
557,115,4.769090,5.583193,6.658212,4.773844,0.994061,0.003501,0.002438
558,105,2.292819,4.814444,5.765535,2.300765,0.993618,0.003747,0.002635
559,122,0.218679,7.674192,6.149747,0.228009,0.993488,0.003806,0.002707
560,101,0.011567,4.675957,6.016808,0.019962,0.994024,0.003377,0.002599
561,95,2.846324,5.977280,6.164907,2.853771,0.994227,0.003269,0.002504
562,98,3.403063,7.679480,7.066089,3.411064,0.994093,0.003308,0.002599
563,121,2.888484,6.873884,7.016808,2.896507,0.994097,0.003242,0.002661
564,116,0.127313,5.098032,7.033423,0.135659,0.994108,0.003209,0.002683
565,101,0.091932,4.640354,7.124121,0.099831,0.994388,0.003098,0.002515
566,115,1.146880,5.516575,6.169925,1.154380,0.994595,0.003035,0.002369
567,32,4.355640,4.073540,7.092757,4.357615,0.994634,0.002995,0.002371
568,47,5.610426,6.230566,7.247928,5.614583,0.994133,0.003351,0.002515
569,32,1.562538,4.047887,5.470320,1.570521,0.993654,0.003620,0.002726
570,115,4.243126,5.445559,6.252665,4.249140,0.993551,0.003692,0.002757
571,105,1.341860,4.788338,5.513070,1.350977,0.993181,0.003892,0.002927
572,122,0.390081,7.375039,5.832890,0.399721,0.993243,0.003842,0.002915
573,101,0.006808,4.611242,5.700440,0.015582,0.993741,0.003450,0.002810
574,111,1.270595,6.893085,8.174926,1.279203,0.993961,0.003337,0.002702
575,102,0.115470,7.702173,8.033423,0.123653,0.994317,0.003153,0.002530
576,40,0.179870,7.703904,8.016808,0.187315,0.994827,0.002845,0.002328
577,105,2.364497,4.751436,8.016808,2.370622,0.995222,0.002603,0.002174
578,110,0.996477,5.063503,4.252981,1.003030,0.995077,0.002756,0.002167
579,116,0.453093,5.065228,5.129283,0.460131,0.994931,0.002771,0.002298
580,41,3.633302,7.710806,8.129283,3.640258,0.994924,0.002746,0.002330
581,59,2.357621,8.127564,7.016808,2.364833,0.994870,0.002762,0.002368
582,10,0.122540,5.321928,6.426265,0.129693,0.994952,0.002656,0.002392
583,32,0.107741,4.043537,6.108524,0.114554,0.995082,0.002605,0.002313
584,32,0.002944,4.017237,4.935460,0.009703,0.995088,0.002648,0.002265
585,32,0.060772,3.991468,4.802663,0.067575,0.995035,0.002680,0.002286
586,32,0.107292,3.966212,4.681824,0.114153,0.994971,0.002714,0.002315
587,105,3.826611,4.722808,6.686501,3.831378,0.994900,0.002750,0.002351
588,110,1.239017,5.024074,4.164907,1.246178,0.994503,0.003008,0.002489
589,116,0.669689,5.025778,4.964501,0.677426,0.994370,0.003017,0.002612
590,32,0.753354,3.946561,5.549464,0.760859,0.994391,0.002980,0.002629
591,42,6.881483,9.729621,8.276124,6.887606,0.994351,0.003040,0.002609
592,100,8.578493,5.409391,8.000000,8.540951,0.994043,0.003123,0.002834
593,97,1.283394,7.148053,8.103288,1.293359,0.993024,0.003763,0.003213
594,116,1.574076,4.979822,7.027906,1.582824,0.993558,0.003490,0.002952
595,97,3.197820,6.929047,7.139551,3.206323,0.993677,0.003483,0.002840
596,32,2.993332,3.930737,8.033423,2.999717,0.993698,0.003447,0.002856
597,61,0.339735,8.739781,7.280771,0.349051,0.993530,0.003683,0.002787
598,32,0.126262,3.908577,7.005625,0.134276,0.994206,0.003197,0.002597
599,40,2.718061,7.421223,8.285402,2.725958,0.994367,0.003187,0.002446
600,105,2.325279,4.700440,7.022368,2.332239,0.994497,0.003100,0.002402
601,110,0.267909,4.991627,4.082462,0.275639,0.994362,0.003219,0.002419
602,116,0.355511,4.940838,4.817623,0.363283,0.994384,0.003126,0.002490
603,32,0.672952,3.891888,5.337303,0.680388,0.994432,0.003057,0.002511
604,42,3.719626,8.751544,7.290019,3.727317,0.994377,0.003108,0.002515
605,41,5.867946,7.431289,8.005625,5.873716,0.994403,0.003005,0.002593
606,109,1.951862,6.169925,8.022368,1.960180,0.994038,0.003198,0.002763
607,97,0.586350,6.756556,7.060696,0.594617,0.994213,0.003151,0.002636
608,108,2.069284,5.851333,6.453956,2.076692,0.994544,0.002952,0.002504
609,108,2.464435,5.759888,8.076816,2.471873,0.994504,0.002968,0.002528
610,111,0.984532,6.761551,8.082149,0.992368,0.994510,0.003021,0.002469
611,99,3.217823,5.856322,8.038919,3.224559,0.994798,0.002873,0.002329
612,40,0.872707,7.179909,8.076816,0.880346,0.994666,0.002987,0.002347
613,115,1.214357,5.444601,7.027906,1.221358,0.994970,0.002805,0.002224
614,105,1.320909,4.680721,5.295933,1.327548,0.994995,0.002803,0.002201
615,122,0.170300,7.184875,5.589963,0.177644,0.994847,0.002867,0.002286
616,101,0.046030,4.642206,5.442944,0.052925,0.995068,0.002656,0.002276
617,95,3.263677,5.965784,5.857981,3.269652,0.995085,0.002646,0.002269
618,98,3.409082,7.452859,6.486500,3.415946,0.994797,0.002772,0.002431
619,121,3.372262,6.776433,6.437405,3.379158,0.994664,0.002788,0.002549
620,116,0.104685,4.920096,6.453956,0.112456,0.994494,0.002849,0.002657
621,101,0.188159,4.609794,6.564785,0.195633,0.994672,0.002799,0.002529
622,115,1.374513,5.389042,5.862947,1.381636,0.994795,0.002784,0.002422
623,41,2.474376,7.198036,7.108524,2.481673,0.994751,0.002800,0.002449
624,59,0.869983,7.784635,6.442944,0.877435,0.994773,0.002763,0.002464
625,10,0.237966,5.326838,6.016808,0.245018,0.995004,0.002578,0.002418
626,32,0.281787,3.905259,5.791814,0.288516,0.995088,0.002546,0.002366
627,32,0.007862,3.882643,4.594181,0.014627,0.995046,0.002616,0.002338
628,32,0.124344,3.860426,4.491853,0.131165,0.994969,0.002662,0.002370
629,32,0.215454,3.838594,4.396890,0.222352,0.994877,0.002712,0.002411
630,105,4.242430,4.665133,6.308339,4.246148,0.994776,0.002765,0.002459
631,102,2.091645,7.474111,6.594947,2.099622,0.994296,0.003061,0.002643
632,32,1.230370,3.820382,7.022368,1.237665,0.994421,0.002937,0.002642
633,40,0.431730,6.991927,7.312883,0.439758,0.994397,0.003050,0.002553
634,33,4.694051,9.800900,8.033423,4.701179,0.994751,0.002839,0.002410
635,100,2.710064,5.410199,8.000000,2.716992,0.994719,0.002768,0.002513
636,97,0.946538,6.634206,7.108524,0.954163,0.994639,0.002885,0.002477
637,116,0.827169,4.898853,6.459432,0.834320,0.994843,0.002765,0.002392
638,97,2.748574,6.485427,6.569856,2.755454,0.994868,0.002780,0.002353
639,41,5.241917,7.001609,8.049849,5.247799,0.994753,0.002817,0.002430
